line_number,lyric_line
777,She can't comprehend the danger she in
778,"If you whoop her ass, she move in with him"
779,"Then he whoop her ass, you go through it again"
780,But how you the devil rebukin' the sin?
781,Let's pray we can put this behind us
782,I swear that these times is the wildest
783,"She got the scars, they serve as reminders"
784,Blood still on her pajamas
785,"But yesterday is dead, yeah, moment of silence"
786,"Next, she'll be off to college and then at the altar"
787,"'Cause she know that niggas is savage, niggas is monsters"
788,"Niggas is pimps, niggas is players, 'til niggas have daughters"
789,"Don't you grow up in a hurry, your mom'll be worried, aw"
790,"It was all part of the story, even the scary nights"
791,"Thank you for all of the glory, you will be remembered, aw"
792,"Thank you to all of the heroes of the night (night, night)"
793,"They gotta repaint the colors, the lie is wearin' off"
794,"Reality is upon us, colors drippin' off"
795,Colors drippin' off
796,I'm saying it like...
797,"""I want a daughter like Nicki, aw, man, I promise"
798,"I'ma turn her to a monster, but no ménages"""
799,"I don't know how you saying it but, let 'em hear this"
800,"(Yes, God)"
801,"We don't want no devils in the house, God (Yes, Lord)"
802,"We want the lord (Yes, Jesus)"
803,"And that's it (Yes, God)"
804,"Hallej- hand over Satan (Yes, Jesus)"
805,"Jesus praise the Lord (Yes, God)"
806,"Hallelujah, God (Yes, God)"
807,"We don't want no devils in the house, God (Yes, Lord)"
808,"We want the lord (Yes, Jesus)"
809,"And that's it (Yes, God)"
810,"Hallej- hand over Satan (Yes, Jesus)"
811,"Jesus praise the Lord (Yes, God)"
812,I'm tryna keep my faith
813,We on an ultralight beam
814,This is a God dream
815,This is everything
816,Deliver us serenity
817,Deliver us peace
818,Deliver us loving
819,We know we need it
820,You know we need it
821,"That's why we need You now, oh"
822,Pray for Paris
823,Pray for the parents
824,This is a God dream
825,We on an ultralight beam
826,This is a God dream
827,This is everything
828,"Everything (Thing, thing, thing)"
829,I'm tryna keep my faith
830,But I'm looking for more
831,Somewhere I can feel safe
832,And end my holy war
833,I'm tryna keep my faith
834,So why send oppression not blessings?
835,"Why, oh, why'd You do me wrong? (More)"
836,You persecute the weak
837,Because it makes You feel so strong (Safe)
838,Don't have much strength to fight
839,So I look to the light (War)
840,To make these wrongs turn right
841,"Head up high, I look to the light"
842,"Hey, 'cause I know that You'll make everything alright"
843,And I know that You'll take good care of Your child
844,"Oh, no longer am afraid of the night"
845,"'Cause I, I look to the light"
846,"When they come for You, I will shield Your name"
847,"I will field their questions, I will feel Your pain"
848,No one can judge
849,"They don't, they don't know"
850,They don't know
851,Foot on the Devil's neck 'til it drifted Pangaea
852,I'm moving all my family from Chatham to Zambia
853,Treat the demons just like Pam
854,"I mean I fuck with your friends, but damn, Gina"
855,I been this way since Arthur was anteater
856,"Now they wanna hit me with the woo wap, the bam"
857,Tryna snap photos of familia
858,"My daughter look just like Sia, you can't see her"
859,"You can feel the lyrics, the spirit coming in braille"
860,"Tubman of the underground, come and follow the trail"
861,"I made Sunday Candy, I'm never going to hell"
862,"I met Kanye West, I'm never going to fail"
863,"He said, ""Let's do a good ass job with 'Chance 3'"""
864,I hear you gotta sell it to snatch the Grammy
865,Let's make it so free and the bars so hard
866,That there ain't one gosh darn part you can't tweet
867,"This is my part, nobody else speak"
868,This little light of mine
869,"Glory be to God, yeah"
870,I'ma make sure that they go where they can't go
871,If they don't wanna ride I'ma still give 'em raincoats
872,Know what God said when He made the first rainbow
873,Just throw this at the end if I'm too late for the intro
874,"Ugh, I'm just having fun with it"
875,You know that a nigga was lost
876,I laugh in my head
877,'Cause I bet that my ex looking back like a pillar of salt
878,"Ugh, 'cause they'll flip the script on your ass like Wesley and Spike"
879,You cannot mess with the light
880,Look at lil' Chano from 79th
881,We on an ultralight beam
882,This is a God dream
883,This is everything
884,Everything
885,"(Yes, God)"
886,(Hallelujah)
887,I'm tryna keep my faith
888,"(Yes, Jesus)"
889,But I'm looking for more
890,Somewhere I can feel safe
891,And end my holy war
892,"Father, this prayer is for everyone that feels they're not good enough"
893,This prayer's for everybody that feel that they're too messed up
894,"For everyone that feels they've said ""I'm sorry"" too many times"
895,You can never go too far when you can't come back home again
896,That's why I need...
897,"Faith, more, safe, war"
898,You're the only power (Power)
899,You're the only power that can
900,You're the only power (Power)
901,You're the only power that can
902,"Ohh, ohh, ohh, father..."
903,If young Metro don't trust you I'm gon' shoot you
904,"Beautiful mornin', you're the sun in my mornin', babe"
905,Who can I turn to?
906,Nothin' unwanted
907,"After all, who can I turn to?"
908,"Beautiful mornin', you're the sun in my mornin', babe"
909,If I don't turn to you
910,Nothin' unwanted
911,"No other help I know, I stretch my hands"
912,"I just wanna feel liberated, I-I, na-na-na"
913,Who can I turn to?
914,"I just wanna feel liberated, I-I, na-na-na"
915,"After all, who can I turn to?"
916,"If I ever instigated, I am sorry"
917,If I don't turn to you
918,"Tell me who in here could relate, I-I-I"
919,"No other help I know, I stretch my hands"
920,"Now, if I fuck this model"
921,And she just bleached her asshole
922,And I get bleach on my T-shirt
923,I'ma feel like an asshole
924,I was high when I met her
925,We was down in Tribeca
926,She'll get under your skin if you let her
927,She'll get under your skin if you-uh
928,I don't even wanna talk about it
929,I don't even wanna say nothin'
930,Everybody gon' say somethin'
931,I'd be worried if they said nothin'
932,Remind me where I know you from
933,She lookin' like she owe you some'n
934,You know just what we want
935,I wanna wake up with you in my...
936,"Beautiful mornin', you're the sun in my mornin', babe"
937,Who can I turn to?
938,Beautiful mornin'
939,Nothin' unwanted
940,"After all, who can I turn to?"
941,"Beautiful mornin', you're the sun in my mornin', babe"
942,If I don't turn to you
943,Nothin' unwanted
944,"No other help I know, I stretch my hands"
945,"I just wanna feel liberated, I-I, na-na-na"
946,Who can I turn to?
947,"I just wanna feel liberated, I-I, na-na-na"
948,"After all, who can I turn to?"
949,"If I ever instigated, I am sorry"
950,If I don't turn to you
951,"Tell me who in here could relate, I-I-I"
952,"No other help I know, I stretch my hands"
953,Faaaaaaaa— (Perfect)
954,Faaaaaaaa—
955,"I told, I told, ayy-ayy, I told you"
956,"Up in the mornin', miss you bad"
957,"Sorry I ain't call you back, same problem my father had"
958,"All this time, all he had, all he had"
959,"And what he dreamed, all his cash"
960,"Market crashed, hurt him bad"
961,People get divorced for that
962,"Dropped some stacks, pops is good"
963,Mama passed in Hollywood
964,"If you ask, lost my soul"
965,"Drivin' fast, lost control"
966,"Off the road, jaw was broke"
967,'Member we all was broke
968,'Member I'm comin' back
969,"I'll be takin' all the stacks, oh"
970,I got broads in Atlanta
971,"Twistin' dope, lean, and the Fanta"
972,"Stacks, oh"
973,Credit cards and the scammers
974,Hittin' off licks in the bando
975,"Takin' all the stacks, oh"
976,"Black X6, Phantom"
977,White X6 looks like a panda
978,"Stacks, oh"
979,Going out like I'm Montana
980,"Hundred killers, hundred hammers"
981,"Black X6, Phantom"
982,"White X6, panda"
983,"Pockets swole, Danny"
984,"Sellin' bar, candy"
985,Man I'm the macho like Randy
986,The choppa go Oscar for Grammy
987,"Bitch nigga, pull up ya panty"
988,Hope you killas understand me
989,"I just wanna feel liberated, I, I, I (Hey)"
990,"I just wanna feel liberated, I, I, I (Panda)"
991,"Panda, panda, panda, panda"
992,"Takin' all the stacks, oh"
993,"Panda, panda, panda"
994,"Stacks, oh"
995,"Takin' all the stacks, oh"
996,I got broads in Atlanta
997,"Twist the dope, lean and shit, sippin' Fanta"
998,"Stacks, oh"
999,Credit cards and the scammers
1000,"Wake up Versace, shit life Desiigner"
1001,"Takin' all the stacks, oh"
1002,Whole bunch of lavish shit
1003,They be askin' 'round town who be clappin' shit
1004,I be pullin' up stuff in the Phantom ship
1005,"I got plenty of stuff of Bugatti, whip look how I try this shit"
1006,"Black X6, Phantom"
1007,"White X6, killin' on camera"
1008,My joy
1009,How can I find you?
1010,Who do you turn to?
1011,How do I bind you?
1012,If I don't turn to you
1013,"No other help I know, I stretch my hands"
1014,"Man, I can understand how it might be"
1015,Kinda hard to love a girl like me
1016,I don't blame you much for wanting to be free
1017,I just wanted you to know
1018,Swizz told me let the beat rock
1019,For all my Southside niggas that know me best
1020,I feel like me and Taylor might still have sex
1021,Why? I made that bitch famous (Goddamn)
1022,I made that bitch famous
1023,For all the girls that got dick from Kanye West
1024,If you see 'em in the streets give 'em Kanye's best
1025,Why? They mad they ain't famous (Goddamn)
1026,"They mad they still nameless (Talk that talk, man)"
1027,Her man in the store tryna try his best
1028,But he just can't seem to get Kanye fresh
1029,But we still hood famous (Goddamn)
1030,"Yeah, we still hood famous"
1031,I just wanted you to know
1032,I've loved you better than your own kin did
1033,From the very start
1034,I don't blame you much for wanting to be free
1035,"Wake up, Mr. West! Oh, he's up!"
1036,I just wanted you to know
1037,I be Puerto Rican day parade floatin'
1038,That Benz Marina Del Rey coastin'
1039,She in school to be a real estate agent
1040,Last month I helped her with the car payment
1041,"Young and we alive, whoo!"
1042,"We never gonna die, whoo!"
1043,I just copped a jet to fly over personal debt
1044,Put one up in the sky
1045,"The sun is in my eyes, whoo!"
1046,"Woke up and felt the vibe, whoo!"
1047,"No matter how hard they try, whoo!"
1048,We never gonna die
1049,I just wanted you to know
1050,Get 'em!
1051,"Bam, 'ey 'ey 'ey"
1052,"Bam bam, bam, bam bam dilla"
1053,Bam bam 'ey 'ey 'ey
1054,"What a bam, bam, bam bam dilla"
1055,How you feeling right now? Let me see your lighters in the air
1056,Bam bam 'ey 'ey 'ey 'ey 'ey
1057,Bam bam 'ey 'ey 'ey
1058,What a bam
1059,Let me see your middle finger in the air
1060,Bam 'ey 'ey 'ey
1061,"Bam bam, bam, bam bam dilla"
1062,Let me see you act up in this motherfucker
1063,Bam bam 'ey 'ey 'ey
1064,"What a bam, bam, bam bam dilla"
1065,"How you feelin', how you feelin', how you feelin' in this mother fucker, god damn"
1066,Bam bam 'ey 'ey 'ey 'ey 'ey
1067,Bam bam 'ey 'ey 'ey
1068,What a bam
1069,One thing you can't do is stop us now
1070,Bam 'ey 'ey 'ey
1071,"Bam bam bam, bam bam dilla"
1072,"Ayy, you can't stop the thing now"
1073,Bam bam 'ey 'ey 'ey
1074,"What a bam, bam, bam bam dilla"
1075,"Man, it's way too late, it's way too late, it's way too late, you can't fuck with us"
1076,"Bam bam, 'ey 'ey 'ey 'ey 'ey"
1077,"Bam bam, 'ey 'ey 'ey"
1078,What a bam
1079,"To the left, to the right"
1080,Bam 'ey 'ey 'ey
1081,"Bam bam bam, bam bam dilla"
1082,I wanna see everybody hands in the air like this
1083,Bam bam 'ey 'ey 'ey
1084,"What a bam, bam, bam bam dilla"
1085,Bam bam 'ey 'ey 'ey 'ey 'ey
1086,Bam bam 'ey 'ey 'ey
1087,"What a bam, bam"
1088,I just wanted you to know
1089,I loved you better than your own kin did
1090,From the very start
1091,I don't blame you much for wanting to be free
